timestamp_ms,timestamp_iso,event,symbol,side,qty,entry_price,exit_price,pnl_pct,reason
1774489718837,2026-03-26 01:48:38,ENTRY,SUPERUSDT,BUY,221.0,0.1355,,,ENTRY
1774500930531,2026-03-26 04:55:30,ENTRY,KATUSDT,BUY,2465.0,0.01217,,,ENTRY
1774520289921,2026-03-26 10:18:09,ENTRY,MUSDT,SELL,13.0,2.2456,,,ENTRY
1774520293567,2026-03-26 10:18:13,ENTRY,SIRENUSDT,BUY,15.0,1.98426,,,ENTRY
1774520466803,2026-03-26 10:21:06,ENTRY,KATUSDT,SELL,2102.0,0.01427,,,ENTRY
1774521011575,2026-03-26 10:30:11,ENTRY,BSBUSDT,SELL,188.0,0.15894,,,ENTRY
1774523530091,2026-03-26 11:12:10,ENTRY,KATUSDT,SELL,2081.0,0.01441,,,ENTRY
1774529035441,2026-03-26 12:43:55,ENTRY,KATUSDT,SELL,2180.0,0.01376,,,ENTRY
