timestamp_ms,symbol,side,entry_price,base_sl_pct,base_tp_pcts,ai_sl_pct,ai_tp_pcts,pnl_pct,reason
1774544241022,TRADOORUSDT,SHORT,2.53400000,2.000000,2.000000;4.000000;6.000000,1.800000,1.800000;3.600000;5.400000,,
1774544460798,BLESSUSDT,SHORT,0.00583800,2.000000,2.000000;4.000000;6.000000,2.000000,2.000000;4.000000;6.000000,,
1774544615518,PARTIUSDT,SHORT,0.10349000,2.000000,2.000000;4.000000;6.000000,1.900000,1.900000;3.800000;5.700000,,
1774544710503,BLESSUSDT,SHORT,0.00567600,2.000000,2.000000;4.000000;6.000000,1.598271,1.782080;3.543279;5.245571,,
1774544924398,BRUSDT,SHORT,0.17652000,2.000000,2.000000;4.000000;6.000000,2.000000,2.000000;4.000000;6.000000,,
1774544925423,SIRENUSDT,LONG,1.78171000,2.000000,2.000000;4.000000;6.000000,1.800000,1.800000;3.600000;5.400000,,
1774544941954,UBUSDT,LONG,0.02791000,2.000000,2.000000;4.000000;6.000000,2.000000,2.000000;4.000000;6.000000,,
1774545005590,BLESSUSDT,SHORT,0.00590600,2.000000,2.000000;4.000000;6.000000,2.000000,2.000000;4.000000;6.000000,,
1774545157642,SIRENUSDT,LONG,1.74326000,2.000000,2.000000;4.000000;6.000000,1.800000,1.800000;3.600000;5.400000,,
1774545183783,BLESSUSDT,SHORT,0.00569000,2.000000,2.000000;4.000000;6.000000,2.000000,2.000000;4.000000;6.000000,,
1774545226261,BRUSDT,SHORT,0.17287000,2.000000,2.000000;4.000000;6.000000,2.000000,2.000000;4.000000;6.000000,,
1774545446166,BRUSDT,SHORT,0.16769000,2.000000,2.000000;4.000000;6.000000,1.693848,1.814979;3.610752;5.374670,,
1774545919807,BRUSDT,SHORT,0.17452000,2.000000,2.000000;4.000000;6.000000,2.000000,2.000000;4.000000;6.000000,,
1774545939813,BSBUSDT,SHORT,0.17713000,2.000000,2.000000;4.000000;6.000000,2.000000,2.000000;4.000000;6.000000,,
1774546155403,BSBUSDT,SHORT,0.17644000,2.000000,2.000000;4.000000;6.000000,2.000000,2.000000;4.000000;6.000000,,
