timestamp_ms,symbol,side,entry_price,base_sl_pct,base_tp_pcts,ai_sl_pct,ai_tp_pcts,pnl_pct,reason
1774542005992,SIRENUSDT,LONG,1.56030000,2.000000,2.000000;4.000000;6.000000,1.800000,1.800000;3.600000;5.400000,,
1774542032933,ONUSDT,SHORT,0.10273000,2.000000,2.000000;4.000000;6.000000,2.000000,2.000000;4.000000;6.000000,,
1774542033177,RIVERUSDT,SHORT,16.71400000,2.000000,2.000000;4.000000;6.000000,1.710000,1.710000;3.420000;5.130000,,
1774542216449,SIRENUSDT,LONG,1.52943000,2.000000,2.000000;4.000000;6.000000,1.800000,1.800000;3.600000;5.400000,,
1774542330037,ONUSDT,SHORT,0.09950000,2.000000,2.000000;4.000000;6.000000,1.651624,1.664661;3.368317;4.948151,,
1774542562049,RIVERUSDT,LONG,17.35200000,2.000000,2.000000;4.000000;6.000000,1.800000,1.800000;3.600000;5.400000,,
1774542596646,SIRENUSDT,LONG,1.60627000,2.000000,2.000000;4.000000;6.000000,1.761405,1.792883;3.596845;5.405876,,
1774542615592,ONUSDT,SHORT,0.10106000,2.000000,2.000000;4.000000;6.000000,1.684768,1.937353;3.863890;5.773160,,
1774542836657,SIRENUSDT,LONG,1.62206000,2.000000,2.000000;4.000000;6.000000,1.800000,1.800000;3.600000;5.400000,,
1774542858040,BLESSUSDT,SHORT,0.00669600,2.000000,2.000000;4.000000;6.000000,1.900000,1.900000;3.800000;5.700000,,
1774542962551,ONUSDT,LONG,0.11493000,2.000000,2.000000;4.000000;6.000000,1.975025,2.014107;4.034086;6.098040,,
1774543193761,SIRENUSDT,LONG,1.64321000,2.000000,2.000000;4.000000;6.000000,1.800000,1.800000;3.600000;5.400000,,
1774543206930,BLESSUSDT,SHORT,0.00645800,2.000000,2.000000;4.000000;6.000000,2.000000,2.000000;4.000000;6.000000,,
1774543221726,RIVERUSDT,LONG,17.25700000,2.000000,2.000000;4.000000;6.000000,1.800000,1.800000;3.600000;5.400000,,
1774543488894,ONUSDT,LONG,0.12018000,2.000000,2.000000;4.000000;6.000000,1.924805,2.101029;4.207689;6.366849,,
1774543740361,RIVERUSDT,SHORT,16.59600000,2.000000,2.000000;4.000000;6.000000,1.800000,1.800000;3.600000;5.400000,,
1774543757858,ONUSDT,LONG,0.12046000,2.000000,2.000000;4.000000;6.000000,1.916010,1.964798;3.937081;5.933046,,
1774544001394,ONUSDT,LONG,0.11862000,2.000000,2.000000;4.000000;6.000000,2.000000,2.000000;4.000000;6.000000,,
1774544220392,UBUSDT,SHORT,0.02599000,2.000000,2.000000;4.000000;6.000000,2.000000,2.000000;4.000000;6.000000,,
1774544239516,BSBUSDT,LONG,0.17170000,2.000000,2.000000;4.000000;6.000000,1.900000,1.900000;3.800000;5.700000,,
